,name,hospital_id,nickname,content,date,revisit
7,성모척편한신경외과의원,1493278697,수려11,친절하시고 치료 잘해주세요,10.13.금,12번째 방문
8,성모척편한신경외과의원,1493278697,김원영5649,의사 선생님이 친절해요,10.12.목,1번째 방문
9,성모척편한신경외과의원,1493278697,박진아5481,친절해요 ,10.12.목,1번째 방문
0,성모튼튼재활의학과의원,1546667928,닝게니,"대표원장님 친절하시고 설명자세히 잘 해주시네요 데스크 직원분들도 친절하시고  엑스레이 찍어주신 분도 친절하니 유들하시고 물리치료 선생님들도 넘 친절했어요 도수도 잘해주시
고 원장님이 성심껏 진료하시니 환자도 많고 대기시간은 좀 있었는데 친절하시니 맘이 좀 풀렸네요내용 더보기",11.18.토,1번째 방문
1,성모튼튼재활의학과의원,1546667928,수우웃13,"병원도 깨끗하고 선생님과 원장님 모두 친절하시고 물리치료도 잘 받고 왔습니다! 지인들에게 추천하고 싶은 병원이네요 ㅎ
",11.13.월,1번째 방문
2,성모튼튼재활의학과의원,1546667928,tnq****,매달 이벤트해서 너무 좋아요~ 이번달 이벤트주사도 잘 맞았습니다 선생님들도 너무 친절하세요:),11.13.월,1번째 방문
3,성모튼튼재활의학과의원,1546667928,lov****,허리통증으로 고생 하다가 주사치료랑 도수 치료받았는데 너무 잘해 주셔서 금방 좋아 질거 같네요.,11.13.월,3번째 방문
4,성모튼튼재활의학과의원,1546667928,seo****,친절,10.12.목,3번째 방문
5,성모튼튼재활의학과의원,1546667928,오두막36,주사를 안아프게 놔주고 디스크 신경치료 짱!,10.7.토,3번째 방문
6,성모튼튼재활의학과의원,1546667928,seo****,친절,10.7.토,2번째 방문
7,성모튼튼재활의학과의원,1546667928,매니저8685,"친절해요
",9.22.금,1번째 방문
8,성모튼튼재활의학과의원,1546667928,you****,친절,8.8.화,2번째 방문
9,성모튼튼재활의학과의원,1546667928,mirechi,"오늘  세번째 방문입니다  어깨, 목 진료. 영양제 주사. 매달 이벤트로 영양제를 저렴하게 받았어요 원장 진료 너무 친절하게 잘 설명해주시고 도스치료실 선생님들 간호자 선생님들 친
절하게 잘해주셨어요 다른곳보다 저렴하게 영양제 주사 잘 받았 습니다 조금 불편하다면 갈때마다 주차장에 자리가 없어서,,주차에 불편함만 없다면 계속 다닐수 있을거 같아요내용 더보기",8.5.토,1번째 방문
0,성모한길정형외과의원,1118056405,브린이이,"👍🏼친절하세여
",11.18.토,1번째 방문
1,성모한길정형외과의원,1118056405,단은경,친절하고 좋아요,11.10.금,6번째 방문
2,성모한길정형외과의원,1118056405,단은경,친절하고 좋아요,11.8.수,5번째 방문
3,성모한길정형외과의원,1118056405,단은경,친절하고 좋아요,10.24.화,4번째 방문
4,성모한길정형외과의원,1118056405,루다루미,굿,10.6.금,1번째 방문
5,성모한길정형외과의원,1118056405,슈아넬,항상친절해요,9.27.수,8번째 방문
6,성모한길정형외과의원,1118056405,슈아넬,항상친절해요,9.26.화,7번째 방문
7,성모한길정형외과의원,1118056405,슈아넬,항상친절해요,9.21.목,6번째 방문
8,성모한길정형외과의원,1118056405,슈아넬,항상친절해요,9.20.수,5번째 방문
9,성모한길정형외과의원,1118056405,DJ manito,💞,9.14.목,5번째 방문
0,성심한의원,19518522,권미화97,좋아요,11.3.금,1번째 방문
1,성심한의원,19518522,mk5****,침을 잘놔 주세요,9.16.토,1번째 방문
2,성심한의원,19518522,hst****,친절해요 ,3.3.금,1번째 방문
3,성심한의원,19518522,seo****,굿,2.14.화,1번째 방문
4,성심한의원,19518522,jes****, ,22.11.21.월,11번째 방문
5,성심한의원,19518522,jes****, ,22.11.14.월,10번째 방문
6,성심한의원,19518522,jes****, ,22.11.11.금,9번째 방문
7,성심한의원,19518522,jes****, ,22.11.4.금,8번째 방문
8,성심한의원,19518522,jes****, ,22.10.31.월,7번째 방문
9,성심한의원,19518522,jes****, ,22.10.26.수,6번째 방문
0,세란치과의원,19524864,띵구리79,"친절하고 꼼꼼히 치료 잘해주세요..
치과 비용이 많이 나가서 슬픈..ㅠㆍㅠ ",4.10.월,5번째 방문
1,세란치과의원,19524864,띵구리79,친절하고 설명도 잘해주세요,3.15.수,4번째 방문
2,세란치과의원,19524864,띵구리79,간호사분들 선생님  모두 친절하세요,3.6.월,2번째 방문
3,세란치과의원,19524864,띵구리79,치과는 무섭지만 선생님 설명도 잘해주시고 친절해서 좋네요,2.28.화,1번째 방문
4,세란치과의원,19524864,aqua9775,친절하고 좋아요~~,2.1.수,1번째 방문
5,세란치과의원,19524864,라리노42,좋아요,22.11.29.화,1번째 방문
6,세란치과의원,19524864,hou****,세심하고 편안해요,22.11.4.금,1번째 방문
7,세란치과의원,19524864,멋진세계5,친절하고 설명을 잘해주시고 믿음이 가요,22.10.21.금,1번째 방문
8,세란치과의원,19524864,red****,친절해요,22.6.18.토,1번째 방문
9,세란치과의원,19524864,푸른하늘빛,친절하세요,22.6.7.화,1번째 방문
0,세림이비인후과의원,19534087,딸기8315,친절해요,11.21.화,1번째 방문
1,세림이비인후과의원,19534087,khy****,친절해요,11.20.월,6번째 방문
2,세림이비인후과의원,19534087,선혜란81,친절해요,11.20.월,1번째 방문
3,세림이비인후과의원,19534087,jin****,좋아요,11.15.수,34번째 방문
4,세림이비인후과의원,19534087,layla80,친절하고 진료 꼼꼼하게 보심,11.10.금,5번째 방문
5,세림이비인후과의원,19534087,Muera,"평일 오후에 방문했는데 40분정도 대기했고 다들 친절하셔요.
여기로 계속 방문할 듯 합니다.",11.9.목,1번째 방문
6,세림이비인후과의원,19534087,도리도이,좋아여!,11.8.수,2번째 방문
7,세림이비인후과의원,19534087,layla80,친절하고 진료가 꼼꼼하면서 스피드해요~! ,11.7.화,4번째 방문
8,세림이비인후과의원,19534087,엄쁘니,좋아요,11.6.월,2번째 방문
9,세림이비인후과의원,19534087,layla80,친절해요 ,11.4.토,3번째 방문
0,세종한의원,1314158655,드림패브릭93,굿,8.23.수,3번째 방문
1,세종한의원,1314158655,드림패브릭93,굿,8.15.화,2번째 방문
2,세종한의원,1314158655,뿌니7848,굿,8.15.화,2번째 방문
3,세종한의원,1314158655,드림패브릭93,굿,7.17.월,1번째 방문
4,세종한의원,1314158655,뿌니7848,굿,7.17.월,1번째 방문
5,세종한의원,1314158655,네잎195,친절해요 ,22.11.9.수,1번째 방문
6,세종한의원,1314158655,왕눈이 맘,ㅇ.ㅇ,22.11.8.화,1번째 방문
7,세종한의원,1314158655,오두막36,선생님이 침을 잘놓고 잘고쳐요,22.5.7.토,1번째 방문
8,세종한의원,1314158655,cjs****,굿,22.3.31.목,3번째 방문
9,세종한의원,1314158655,라온하제s2,좋어요,22.3.31.목,3번째 방문
0,세화정신건강의학과의원,13283806,바야바46,원장님 상담이 친절하세요,11.2.목,12번째 방문
1,세화정신건강의학과의원,13283806,kenzo5137,굿,10.18.수,23번째 방문
2,세화정신건강의학과의원,13283806,바야바46,상담을 잘 해 주세요,10.10.화,11번째 방문
3,세화정신건강의학과의원,13283806,kenzo5137,굿,9.22.금,22번째 방문
4,세화정신건강의학과의원,13283806,바야바46,진료를 잘 봐주십니다.,9.1.금,10번째 방문
5,세화정신건강의학과의원,13283806,mh****,친절해요,9.1.금,20번째 방문
6,세화정신건강의학과의원,13283806,kenzo5137,굿,8.28.월,21번째 방문
7,세화정신건강의학과의원,13283806,바야바46,원장님 친절하시고 상담도 잘 해주세요,8.3.목,9번째 방문
8,세화정신건강의학과의원,13283806,kenzo5137,굿,7.27.목,20번째 방문
9,세화정신건강의학과의원,13283806,mh****,친절해요,7.8.토,19번째 방문
0,소나무한의원,37569005,zlxl0417,"침을 잘 놔주세요 
",11.1.수,12번째 방문
1,소나무한의원,37569005,zlxl0417,"친절해요
",10.10.화,11번째 방문
2,소나무한의원,37569005,dks****,잘봐주십니다,9.1.금,3번째 방문
3,소나무한의원,37569005,boraya12,친절해요,9.1.금,4번째 방문
4,소나무한의원,37569005,호랑이되고픈양,"오래 다니고 있는 한의원 ㅡ늘 친절하신 원장님과 간호사분들이 계시는 우리동네 한의원ㅡ이번에 리뉴얼된 인테리어 이쁩니다.
",9.1.금,1번째 방문
5,소나무한의원,37569005,dks****,잘해주세요,8.30.수,2번째 방문
6,소나무한의원,37569005,boraya12,잘 봐주십니다,8.30.수,3번째 방문
7,소나무한의원,37569005,dks****,진료를 잘해주십니다,5.24.수,1번째 방문
8,소나무한의원,37569005,boraya12,친절하게 진료잘해주십니다,5.24.수,2번째 방문
9,소나무한의원,37569005,ky****,친절하게 잘해주십니다,5.23.화,1번째 방문
0,소망연합의원,12044256,미이라성님,친절하세요,11.2.목,9번째 방문
1,소망연합의원,12044256,들장미21,설명을 잘 해 줘요,10.25.수,10번째 방문
2,소망연합의원,12044256,tjd****,의사샘이  아주 친절합니다,10.17.화,3번째 방문
3,소망연합의원,12044256,see****,친절해요,9.23.토,2번째 방문
4,소망연합의원,12044256,ㅊㅔ스카33,편해요,9.16.토,2번째 방문
5,소망연합의원,12044256,들장미21,찬절해요,9.12.화,9번째 방문
6,소망연합의원,12044256,Nana jiyeon,친절하세요,9.8.금,2번째 방문
7,소망연합의원,12044256,들장미21,친절해요,9.4.월,8번째 방문
8,소망연합의원,12044256,에니띵에니모어,shfhr 감사합니다 ,9.2.토,1번째 방문
9,소망연합의원,12044256,들장미21,친절해요,9.1.금,7번째 방문
0,소망의원,37921311,Nana jiyeon,  .,8.23.수,1번째 방문
1,소망의원,37921311,레이83,진료 잘 해 줘요,8.9.수,1번째 방문
2,소망의원,37921311,mflo84,👍👍👍,6.13.화,1번째 방문
3,소망의원,37921311,미이라성님,친절하세요,3.9.목,3번째 방문
4,소망의원,37921311,shj****,친절해요,2.21.화,1번째 방문
5,소망의원,37921311,dml****,그냥 ,2.3.금,5번째 방문
6,소망의원,37921311,dml****,그냥 ,1.4.수,4번째 방문
7,소망의원,37921311,skm****,ᆢ,22.11.4.금,1번째 방문
8,소망의원,37921311,dml****,좋아요,22.11.4.금,3번째 방문
9,소망의원,37921311,Qwe0878,굿,22.10.31.월,1번째 방문
0,소원산부인과의원,1347306183,꾸울1125,의사선생님도 간호사선생님도 무척 친절하세요~^^,11.6.월,1번째 방문
1,소원산부인과의원,1347306183,조꼼꼼누나, ,10.19.목,1번째 방문
2,소원산부인과의원,1347306183,현덕54,병원,10.18.수,2번째 방문
3,소원산부인과의원,1347306183,하하0905,좋아요,10.11.수,1번째 방문
4,소원산부인과의원,1347306183,피오나리,"과잉진료없고 데스크에 두분 중 키좀작으신분 
넘 친절하시고 원장쌤도 진료 잘봐주세요^^*",10.4.수,1번째 방문
5,소원산부인과의원,1347306183,현덕54,산부인과 치료,7.25.화,1번째 방문
6,소원산부인과의원,1347306183,조지은13,친절,7.17.월,1번째 방문
7,소원산부인과의원,1347306183,jhl****,"데스크와 의사샘 모두 친절합니다
강추합니다.",7.17.월,1번째 방문
8,소원산부인과의원,1347306183,하이팽수,병원,5.3.수,1번째 방문
9,소원산부인과의원,1347306183,꽁꽁이삼,친절하세요,5.2.화,1번째 방문
0,속편안내과의원,19524008,중전남편,친절,11.16.목,29번째 방문
1,속편안내과의원,19524008,MISSDIOR,친절하세요,11.4.토,1번째 방문
2,속편안내과의원,19524008,중전남편,친절 진료잘함,10.5.목,28번째 방문
3,속편안내과의원,19524008,dbfl45,!,9.26.화,6번째 방문
4,속편안내과의원,19524008,코알짱,굿굿,9.26.화,23번째 방문
5,속편안내과의원,19524008,중전남편,친절,9.26.화,27번째 방문
6,속편안내과의원,19524008,dbfl45,!,9.11.월,5번째 방문
7,속편안내과의원,19524008,코알짱,굿굿,9.11.월,22번째 방문
8,속편안내과의원,19524008,중전남편,친절,9.11.월,26번째 방문
9,속편안내과의원,19524008,코알짱,좋아요,9.1.금,21번째 방문
0,수목한의원,12056855,fre****,친절해요 ,10.19.목,3번째 방문
1,수목한의원,12056855,매니저8685,"친절해요
",10.12.목,5번째 방문
2,수목한의원,12056855,ghd****,"친절해요 
",8.12.토,3번째 방문
3,수목한의원,12056855,매니저8685,"친절해요
",8.12.토,4번째 방문
4,수목한의원,12056855,ghd****,"친절해요 
",8.8.화,2번째 방문
5,수목한의원,12056855,매니저8685,"친절해요
",8.8.화,3번째 방문
6,수목한의원,12056855,ghd****,"친절해요 
",8.7.월,1번째 방문
7,수목한의원,12056855,매니저8685,친절해요,8.7.월,2번째 방문
8,수목한의원,12056855,멋진세상707,1,4.13.목,3번째 방문
9,수목한의원,12056855,멋진세상707,1,4.12.수,2번째 방문
0,수아산부인과의원,11617075,짱히89,"연세있으신 남자 의사분이세요. 이번에 처음 간 게 아니라 2년전부터 다니고 있는곳이에요! 과잉진료 없고 처방 해 주시는 약도 너무 세지않고 잘 들어요! 데스크분들도 친절하시고 의
사쌤이 연세에 비해 츤데레 부분이 있으셔서 너무너무 좋으세요~~~! 토요일도 3시까지 진료해요! (13-14시 점심시간 참고하세요!)내용 더보기",9.19.화,1번째 방문
1,수아산부인과의원,11617075,복숭아냠냠냠,"남자원장님.
친절하시고 설명도 잘해주셨어요
",8.29.화,1번째 방문
2,수아산부인과의원,11617075,이런그런,넘 꼼꼼하세요,8.18.금,1번째 방문
3,수아산부인과의원,11617075,diana123,^^,7.24.월,2번째 방문
4,수아산부인과의원,11617075,별님11,친절해요,6.15.목,2번째 방문
5,수아산부인과의원,11617075,별님11,친절해요,6.9.금,1번째 방문
6,수아산부인과의원,11617075,hk사랑,변함없이 친절하신 의사선생님과 간호사선생님~,5.6.토,1번째 방문
7,수아산부인과의원,11617075,이뿌니54,쌤친잘왕,4.24.월,1번째 방문
8,수아산부인과의원,11617075,min****,친절하시고 설명을 잘 해주세요 ,4.21.금,1번째 방문
9,수아산부인과의원,11617075,hprpej53,원장선생님 간호사 선생님 모두 친절하세요.,4.3.월,1번째 방문
0,슬기로운산부인과의원,1061944148,igx****,민망하지 않게 친절히 대해주셔서 너무 감사했어요 ㅎㅎ,11.24.금,1번째 방문
1,슬기로운산부인과의원,1061944148,198****,평소에 생리통이랑 질염 달고살아서 산부인과 자주 가는데 다녀본 곳중에 여기가 최고예용ㅎㅎ,11.23.목,1번째 방문
2,슬기로운산부인과의원,1061944148,thi****,좋아요 좋아요 선생님 친절하시고 진료 잘봐주세요^^,11.22.수,1번째 방문
3,슬기로운산부인과의원,1061944148,둥둥이이2397,원장님도 간호사 선생님들도 너무 친절하시고 진료도 잘 봐주십니다 가까운 곳에 좋은 산부인과가 있어 너무 다행이에요 산부인과가 처음이신 분들도 고민 말고 추천드립니다 👍🏻,11.22.수,2번째 방문
4,슬기로운산부인과의원,1061944148,rme****,들쭉날쭉한 생리주기 땜에 가서 진료받았어요~ 엄청 깔끔하고 좋더라고요,11.21.화,1번째 방문
5,슬기로운산부인과의원,1061944148,mid****,감사합니다. 덕분에 빨리 나은 것 같아요,11.20.월,1번째 방문
6,슬기로운산부인과의원,1061944148,쿠로부타9,친절하고 꼼꼼하게 설명해주시고 인테리어도 깔끔하고 좋아요. ,11.18.토,1번째 방문
7,슬기로운산부인과의원,1061944148,app****,너무 꼼꼼하게 설명해주셔서 감동받았어요,11.17.금,1번째 방문
8,슬기로운산부인과의원,1061944148,mi1010,전에 다른 산부인과에 계실때 진료보고 그 후에 산부인과 갈일이 생겨서 찾아보니 없어졌더라구요ㅠㅠ그래서 다른곳 찾아서 다녔는데 낫지도 않고ㅠ그래서 방황하다가 상봉 산부인과 검색해보니 다시 개업하셔서 바로 예약하고 진료봤어요! 병원 너무 깨끗하고 인테리어도 깔끔하니 편안한 분위기 너무 좋았어요 직원분들도 친절하시구 원장님 역시 딱딱 중요한것만 말씀해주시니까 좋았어요 산부인과 가야할일 있음 무조건 여기로 다닐예정입니다~~,11.16.목,1번째 방문
9,슬기로운산부인과의원,1061944148,dbh****,다음에 또 방문하겠습니다~ 진료 꼼꼼히 봐주셔서 감사합니당^_^,11.16.목,1번째 방문
0,시원척척의원,1067431305,아레스나,"손목,손가락 무릎통증으로 다니고 있는데요 ..신랑추천으로 오게돼서 꾸준히 치료받으면서 도수치료 병행중입니다 원장님이 젊으시고 환자말도 끝까지 들어주셔서 믿음이 가구요..궁금한것들 여쭤보면 친절하게 설명도 잘해주십니다~손목통증이 오래돼서 낫기까지 시간이 조금 걸리겠지만 믿음하나로 쭈욱~더 다닐참이랍니다!직원분들도 친절해서 마음편히 다니고 있네요..신내동 근처 정형외과 여기저기 가봤는데 시원척척으로 정착하렵니다..철인몸이 될때까지 화잇팅입니당~!!",11.23.목,1번째 방문
1,시원척척의원,1067431305,khy****,친절해요,10.20.금,4번째 방문
2,시원척척의원,1067431305,스토리핸즈,단골입니다,10.2.월,5번째 방문
3,시원척척의원,1067431305,122****,친절합니다 ,9.25.월,14번째 방문
4,시원척척의원,1067431305,스토리핸즈,단골입니다,9.23.토,4번째 방문
5,시원척척의원,1067431305,030503,.,9.21.목,2번째 방문
6,시원척척의원,1067431305,스토리핸즈,단골입니다,9.16.토,3번째 방문
7,시원척척의원,1067431305,122****,친절합니다 ,9.11.월,13번째 방문
8,시원척척의원,1067431305,일산댁72,친절하게 잘 봅니다,9.9.토,3번째 방문
9,시원척척의원,1067431305,122****,친절합니다 ,9.4.월,12번째 방문
0,시원한이비인후과의원,13084172,여우이다,친절해요,11.13.월,8번째 방문
1,시원한이비인후과의원,13084172,pol****,좋아요,11.8.수,6번째 방문
2,시원한이비인후과의원,13084172,킷뿍,"진료종료 직전에 갔는데 마스크 써서 발음이 정확하지않아서 못들어서 한번더 물어봤는데 한숨쉬고 답답한티 내시고 말안해주다가 결국 뒤에 간호사분이 다시 말씀해주셨네요
다신 안가려구요ㅠㅠ",11.4.토,1번째 방문
3,시원한이비인후과의원,13084172,뽈터치,친절해요,11.4.토,19번째 방문
4,시원한이비인후과의원,13084172,조경숙2791,좋아요,11.4.토,6번째 방문
5,시원한이비인후과의원,13084172,다온줄눈,굿,11.2.목,4번째 방문
6,시원한이비인후과의원,13084172,뽈터치,친절해요,10.31.화,18번째 방문
7,시원한이비인후과의원,13084172,다온줄눈,굿,10.30.월,3번째 방문
8,시원한이비인후과의원,13084172,아나바다62,친절하게 설명해주세요!,10.28.토,2번째 방문
9,시원한이비인후과의원,13084172,뽈터치,친절해요,10.28.토,17번째 방문
0,시카고웰빙치과의원,19524003,mjh****,상담도  잘해주시고 치료도 마니 아프지 않게 잘해주십니다.,10.16.월,2번째 방문
1,시카고웰빙치과의원,19524003,베어스201513,"장애인 접근성 우수 합니다 
엘리베이터 설치되어 있습니다 ",10.7.토,3번째 방문
2,시카고웰빙치과의원,19524003,hyo****,조아요,9.19.화,1번째 방문
3,시카고웰빙치과의원,19524003,swss756,친절하십니다~~,9.8.금,1번째 방문
4,시카고웰빙치과의원,19524003,dignity97,양심치과라 너무 좋아요,9.4.월,9번째 방문
5,시카고웰빙치과의원,19524003,danmibang2,ㅣ,6.30.금,5번째 방문
6,시카고웰빙치과의원,19524003,웅빠66,굿,6.28.수,2번째 방문
7,시카고웰빙치과의원,19524003,타휠,친절합니다 ,5.1.월,1번째 방문
8,시카고웰빙치과의원,19524003,베어스201513,친절하게 잘 해주셔서 감사합니다 ,4.5.수,2번째 방문
9,시카고웰빙치과의원,19524003,째쟁이71,친절해요,3.13.월,1번째 방문
0,신건우이비인후과의원,19521495,플뷰86,간호사선생님들 친절해요,11.20.월,3번째 방문
1,신건우이비인후과의원,19521495,밍슈13,독감예방접종비가싸고자놔주시네요,11.20.월,1번째 방문
2,신건우이비인후과의원,19521495,mom****,진료 끝나고 다른거 맞으면 좋다고 계속 얘기해요 진료비 이렇게 많이 나와본적 처음이에요. 다른곳이랑 똑같이 봤는데 ㅜ 내시경인가 화면으로 보는거 여기는추가요금 받는거같아요 내용 더보기,11.10.금,1번째 방문
3,신건우이비인후과의원,19521495,lm****,굳,11.9.목,1번째 방문
4,신건우이비인후과의원,19521495,sook054546,가격도 저렴하고 친절하시고 좋아요~,11.9.목,3번째 방문
5,신건우이비인후과의원,19521495,막둥,ㅇㅇ,10.23.월,1번째 방문
6,신건우이비인후과의원,19521495,rud****, 데스크에서 설명도 잘 해주시고 친절해요,10.19.목,1번째 방문
7,신건우이비인후과의원,19521495,sungjuu,굿,10.16.월,3번째 방문
8,신건우이비인후과의원,19521495,sungjuu,좋아요,10.14.토,2번째 방문
9,신건우이비인후과의원,19521495,joo****,굿,10.13.금,8번째 방문
0,신내부부치과의원,19519831,별명없음할거없음,접수하시는분이 친절한듯 안친절한듯 특유의 말투때문에 오해의소지가있습니다,11.18.토,1번째 방문
1,신내부부치과의원,19519831,iri****,굿,11.10.금,8번째 방문
2,신내부부치과의원,19519831,rla****,원장님이 친절히 치료를 잘해주십니다,10.27.금,2번째 방문
3,신내부부치과의원,19519831,rla****,항상친절하시고 원장님이차분하게 치료잘해줍니다,10.21.토,1번째 방문
4,신내부부치과의원,19519831,Kslice,장비가 오래됐어요 ㅠㅠ 그래서 스케일링만 받았네요.,7.15.토,1번째 방문
5,신내부부치과의원,19519831,icandoit00,좋아요,7.3.월,3번째 방문
6,신내부부치과의원,19519831,ru****,친절해요^^,7.1.토,2번째 방문
7,신내부부치과의원,19519831,icandoit00,좋아요,6.30.금,2번째 방문
8,신내부부치과의원,19519831,야옹ㅇl,좋아용,6.27.화,1번째 방문
9,신내부부치과의원,19519831,icandoit00,좋아요,6.26.월,1번째 방문
0,신내성모정형외과의원,11866291,qwerty66,좋아요,11.16.목,10번째 방문
1,신내성모정형외과의원,11866291,보라후리지아,좋아요 ,11.16.목,6번째 방문
2,신내성모정형외과의원,11866291,pb_****,"도수치료 잘한다고 지인이 추천해 줘서 방문했습니다. 중랑구에서 도수치료만 10군데 정도 다녔는데 신내 성모 정형외과가 가장 만족스러워요. 도수치료 선생님들이 증상에 대해 자세
하게 설명 해주시고 경험이 많으신게 느껴집니다. 두 번째 치료 중인데 증상이 호전되는 게 많이 느껴져 꾸준히 다닐 예정입니다. 신식병원은 아니라 화장실 등 시설에 대한 호불호가 있
을 수 있다고 생각하지만. 내부 관리를 열심히 하시려는 게 보였고  직원분이 친절했습니다. 내용 더보기",11.10.금,1번째 방문
3,신내성모정형외과의원,11866291,행복할꼬야,바로 진료받아서 좋아요,10.31.화,3번째 방문
4,신내성모정형외과의원,11866291,ry1555,친절하고 좋아요,10.30.월,7번째 방문
5,신내성모정형외과의원,11866291,Hye9704,일요일에도 진료를 봐서 넘 좋네요,10.29.일,1번째 방문
6,신내성모정형외과의원,11866291,pps****,굿입니다,10.28.토,1번째 방문
7,신내성모정형외과의원,11866291,제임스78,굿입니다.,10.28.토,1번째 방문
8,신내성모정형외과의원,11866291,행복할꼬야,"좋아요 
",10.27.금,2번째 방문
9,신내성모정형외과의원,11866291,qwerty66,좋아요,10.26.목,9번째 방문
0,신내우리내과의원,11842377,sn****,조아여,11.17.금,6번째 방문
1,신내우리내과의원,11842377,나름대로56,"원장님과 병원직원들이
친절하고 좋아요.",11.1.수,7번째 방문
2,신내우리내과의원,11842377,jun****,친절해요 ,11.1.수,12번째 방문
3,신내우리내과의원,11842377,jun****,친절해요 ,10.26.목,11번째 방문
4,신내우리내과의원,11842377,parksilver,매우 바빠보이지만 그래도 누워서 진찰 해주는 병원 다운 병원...! ,10.19.목,1번째 방문
5,신내우리내과의원,11842377,dms****,친절하게 설명 해주셨어요.,10.11.수,2번째 방문
6,신내우리내과의원,11842377,sai****,진료 친절해요,9.19.화,6번째 방문
7,신내우리내과의원,11842377,posive86,친절해요,9.17.일,2번째 방문
8,신내우리내과의원,11842377,쟈스민354,긋,9.12.화,25번째 방문
9,신내우리내과의원,11842377,나루모비,"아이감기로 방문했습니다.    입안 검사하는데 왜 아이에게 소리치시나요?  아이도 환자인데 큰소리내면서 진료하시면 안되죠.   의사 소리치며 진료하는 바람에 아이가 울어 정말 기분 
불쾌했습니다.  이렇게 불친절하게 진료하면서 소아과라고 간판을 걸고 병원 운영하는지 이해가 안가네요.    그리고 안내데스크 왼쪽 앉으신 젊은분 아침부터 졸고 다른 환자가 질문해
도 짜증내시던데  다른 리뷰처럼 친절하게 진료를 잘보는지 모르겠습니다.    애초에 제대로 진료했다면 이런 글 쓸 일도 없었겠죠.    다시는 방문할일 없을것 같습니다.내용 더보기",8.14.월,1번째 방문
0,신내이안과의원,11839587,ek****,친절하게상담해주세요,11.21.화,9번째 방문
1,신내이안과의원,11839587,sai****, ,11.21.화,3번째 방문
2,신내이안과의원,11839587,중전남편,친절,11.19.일,7번째 방문
3,신내이안과의원,11839587,khy****,친절해요,11.17.금,2번째 방문
4,신내이안과의원,11839587,올리브88,상담이 자세해요,11.11.토,10번째 방문
5,신내이안과의원,11839587,중전남편,친절,11.8.수,6번째 방문
6,신내이안과의원,11839587,코알짱,굿굿,11.8.수,5번째 방문
7,신내이안과의원,11839587,cho****,굿,11.6.월,6번째 방문
8,신내이안과의원,11839587,hl****,잘보는 건 모르겠고 매번 알레르기때문에 약타러 갑니다. 눈에 속눈썹이 있었는지 아프고 그런것도 없었는데 멋대로 설명도 없이 속눈썹빼주더니 이물제거랍시고 만삼천원 진료비받네요,11.2.목,1번째 방문
9,신내이안과의원,11839587,유선2,굿,11.1.수,5번째 방문
0,신내탑마취통증의학과의원,1093479826,jgr****,좋아요 ,11.23.목,2번째 방문
1,신내탑마취통증의학과의원,1093479826,썬937,"친절하시고
시설도 좋아요 ",11.21.화,1번째 방문
2,신내탑마취통증의학과의원,1093479826,syl****,"원장님이 뭔가 신뢰가 가요.
다들 친절하세요",11.21.화,1번째 방문
3,신내탑마취통증의학과의원,1093479826,우용용이,"원장님도, 간호사분들도 모두 친절히 대해주셔서 치료 잘 받았습니다",11.16.목,1번째 방문
4,신내탑마취통증의학과의원,1093479826,kipbbo,"어깨가 찍혀 가서 통증 심했는데 인대가 다쳤단 진단 받
았어요 TT 주사맞고 팔걸이 하곤 활동중인데 더 다녀
보려구요 다들 완전 친절하세요!! 최고!",11.14.화,1번째 방문
5,신내탑마취통증의학과의원,1093479826,mae****,"퇴근이 늦어져서 마감시간 임박해서 도착을 했는데도
기다려 주신 친절한 직원분들께 감사합니다. 덕분에
허리 통증도 줄고 정상출근 할 수 있었어요",11.14.화,1번째 방문
6,신내탑마취통증의학과의원,1093479826,joe****,아파요,10.30.월,2번째 방문
7,신내탑마취통증의학과의원,1093479826,joe****,엘보 ㅠㅠ,10.27.금,1번째 방문
8,신내탑마취통증의학과의원,1093479826,장고1,동네병원 ,10.26.목,1번째 방문
9,신내탑마취통증의학과의원,1093479826,율리앙,좋아요,10.26.목,11번째 방문
0,신내탑의원,33113366,마음의 등불0,친절해요 ,9.15.금,26번째 방문
1,신내탑의원,33113366,마음의 등불0,ㅊ,9.1.금,25번째 방문
2,신내탑의원,33113366,가로숲옆길,친절하싲니다요,8.11.금,8번째 방문
3,신내탑의원,33113366,가로숲옆길,친절하세오 굳굳수,8.10.목,7번째 방문
4,신내탑의원,33113366,가로숲옆길,친절하싲니다요,8.7.월,6번째 방문
5,신내탑의원,33113366,아이쿠3464,친절합니다 ,7.8.토,19번째 방문
6,신내탑의원,33113366,아이쿠3464,친절합니다 ,7.4.화,18번째 방문
7,신내탑의원,33113366,아이쿠3464,친절합니다 ,7.3.월,17번째 방문
8,신내탑의원,33113366,ssjj3722,굿,7.1.토,1번째 방문
9,신내탑의원,33113366,아이쿠3464,친절함,5.1.월,16번째 방문
0,신내푸른정형외과의원,1918173920,anna7289,"손가락삐끗해서갔는데..엑스레이에 ct까지 찍어서확인해주셨어요 물리치료도...일반적으로하는거에
추가로급속 냉동치료?도..추가해주시고
보호대도있었는데..바뀌었다고 새로 추가해주셨어요",11.23.목,1번째 방문
1,신내푸른정형외과의원,1918173920,sjh860,친절합니다,11.10.금,48번째 방문
2,신내푸른정형외과의원,1918173920,sjh860,친절합니다,11.8.수,47번째 방문
